satellites, start_query, end_query, longitude, latitude, start_overpass, end_overpass
SENTINEL-5P;CALIPSO,2019-11-06 12:00:00+00:00,2019-11-19 15:00:00+00:00,173.15182107962931,24.781528687698625,2019-11-19 02:05:00+00:00,2019-11-19 05:20:00+00:00
SENTINEL-5P;CALIPSO,2019-11-06 12:00:00+00:00,2019-11-19 15:00:00+00:00,90.66818619257431,-74.84110805068087,2019-11-16 17:40:00+00:00,2019-11-16 21:20:00+00:00
SENTINEL-5P;CALIPSO,2019-11-06 12:00:00+00:00,2019-11-19 15:00:00+00:00,-123.91457535368482,-40.380724148752066,2019-11-14 09:40:00+00:00,2019-11-14 13:15:00+00:00
SENTINEL-5P;CALIPSO,2019-11-06 12:00:00+00:00,2019-11-19 15:00:00+00:00,10.932957453035451,32.10798633736477,2019-11-12 01:30:00+00:00,2019-11-12 04:55:00+00:00
SENTINEL-5P;CALIPSO,2019-11-06 12:00:00+00:00,2019-11-19 15:00:00+00:00,-79.47782597717718,72.55077055232294,2019-11-09 17:20:00+00:00,2019-11-09 20:55:00+00:00
SENTINEL-5P;CALIPSO,2019-11-06 12:00:00+00:00,2019-11-19 15:00:00+00:00,66.4120260449749,19.55843013574183,2019-11-07 09:15:00+00:00,2019-11-07 12:40:00+00:00

